Track Name,Artist Name(s),Album Name,Album Artist Name(s),Album Release Date,Track Duration (ms),Explicit,Popularity,Artist Genres,Danceability,Energy,Loudness,Speechiness,Acousticness
Nothing Like Us,Justin Bieber,Believe Acoustic,Justin Bieber,01/01/2013,199800,FALSE,54,"canadian pop,pop",0.546,0.155,-14.378,0.0428,0.987
Curiosity Killed The Cat - 2002 Digital Remaster,Little River Band,The Definitive Collection,Little River Band,01/01/2002,221200,FALSE,0,"album rock,classic rock,mellow gold,singer-songwriter,soft rock,yacht rock",0.722,0.605,-10.165,0.0366,0.0343
Drive By,Train,Drive By,Train,10/01/2012,196626,FALSE,0,"dance pop,neo mellow,pop,pop rock",0.759,0.849,-3.198,0.0317,0.000983
Talkin' Bout a Revolution,Tracy Chapman,Tracy Chapman,Tracy Chapman,05/04/1988,161600,FALSE,71,"folk,lilith,singer-songwriter,women's music",0.561,0.732,-6.178,0.0281,0.329
Another Funny Honeymoon,David Dundas,David Dundas,David Dundas,01/01/1977,174466,FALSE,0,classic uk pop,0.743,0.468,-10.436,0.0411,0.183
Don't Leave Me Alone (feat. Anne-Marie),"David Guetta, Anne-Marie",Don't Leave Me Alone (feat. Anne-Marie),"David Guetta, Anne-Marie",26/07/2018,183750,FALSE,52,"big room,dance pop,edm,pop,pop dance,pop",0.659,0.738,-5.072,0.0477,0.118
That's Rock 'N' Roll,Shaun Cassidy,Shaun Cassidy,Shaun Cassidy,07/06/1977,176173,FALSE,33,bubblegum pop,0.788,0.798,-11.999,0.0375,0.0601
I Wish I Was a Punk Rocker (with Flowers in My Hair),Sandi Thom,Smile...It Confuses People,Sandi Thom,05/06/2006,151640,FALSE,55,"candy pop,scottish singer-songwriter",0.7,0.465,-6.815,0.358,0.544
Satisfied (feat. MAX),"Galantis, MAX",Satisfied (feat. MAX) / Mama Look at Me Now,"Galantis, MAX",13/07/2018,155939,FALSE,45,"dance pop,edm,pop,pop dance,progressive electro house,singer-songwriter pop,teen pop,viral pop",0.75,0.651,-4.655,0.121,0.00759
Love to Love You,The Corrs,"Forgiven, Not Forgotten",The Corrs,26/09/1995,202666,FALSE,41,"celtic rock,europop,pop rock",0.447,0.767,-7.165,0.0363,0.178
Shed a Light,"Robin Schulz, David Guetta, Cheat Codes",Shed a Light,"Robin Schulz, David Guetta, Cheat Codes",25/11/2016,191379,FALSE,54,"deep euro house,deep house,edm,german dance,pop dance,tropical house,big room,dance pop,edm,pop,pop dance,edm,pop,pop dance",0.483,0.787,-5.244,0.102,0.112
Take It Easy - 2013 Remaster,Eagles,Eagles (2013 Remaster),Eagles,01/06/1972,211577,FALSE,77,"album rock,classic rock,heartland rock,mellow gold,rock,soft rock,yacht rock",0.575,0.67,-10.39,0.0318,0.343
Hip Hop Hooray,Naughty By Nature,19 Naughty III,Naughty By Nature,23/02/1993,267266,FALSE,0,"east coast hip hop,hip hop,new jersey rap",0.862,0.642,-13.652,0.101,0.102
Be Alright,Dean Lewis,A Place We Knew,Dean Lewis,22/03/2019,196493,TRUE,77,"australian pop,pop",0.551,0.537,-7.595,0.034,0.705
good 4 u,Olivia Rodrigo,good 4 u,Olivia Rodrigo,14/05/2021,178147,FALSE,3,pop,0.629,0.649,-5.021,0.119,0.294
Lonely,Shannon Noll,What Matters The Most,Shannon Noll,01/05/2009,282466,FALSE,13,"australian country,australian pop,australian rock",0.514,0.682,-4.079,0.0304,0.00085
I Love The Nightlife (Disco 'Round),Alicia Bridges,Disco Nights,Various Artists,01/01/2001,200360,FALSE,44,disco,0.655,0.596,-11.375,0.0381,0.159
Money,Abz Winter,Money,Abz Winter,16/07/2021,224000,FALSE,0,,0.637,0.463,-9.169,0.0436,0.387
Dancing In The Storm,Boom Crash Opera,Dancing In The Storm,Boom Crash Opera,01/05/2009,242373,FALSE,0,australian rock,0.594,0.51,-6.824,0.0263,0.574
500 Miles Away from Home,Bobby Bare,Super Hits,Bobby Bare,18/06/2004,162506,FALSE,36,"classic country pop,outlaw country",0.519,0.374,-13.115,0.0314,0.659
Right By Your Side - Remastered Version,"Eurythmics, Annie Lennox, Dave Stewart",Touch (Reissue - Deluxe Edition),"Eurythmics, Annie Lennox, Dave Stewart",14/11/1983,244946,FALSE,33,"dance rock,new romantic,new wave,new wave pop,soft rock,sophisti-pop,synthpop,new romantic,new wave,new wave pop,singer-songwriter,soft rock,synthpop,new wave pop,rock keyboard",0.571,0.749,-8.326,0.0409,0.0391
I Walk the Line,Johnny Cash,I Walk the Line (Original Soundtrack Recording),Johnny Cash,11/11/1970,176533,FALSE,64,"arkansas country,outlaw country,rock",0.713,0.258,-14.59,0.0384,0.877
Magic (feat. Rivers Cuomo),"B.o.B, Rivers Cuomo",B.o.B Presents: The Adventures of Bobby Ray,B.o.B,27/04/2010,196133,FALSE,63,"atl hip hop,dance pop,pop rap,rap,southern hip hop,alternative rock",0.549,0.932,-4.11,0.343,0.0127
South of the Border (feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B",No.6 Collaborations Project,Ed Sheeran,12/07/2019,204466,FALSE,71,"pop,singer-songwriter pop,uk pop,dance pop,pop,pop,rap",0.857,0.621,-6.376,0.0825,0.148
Payphone,"Maroon 5, Wiz Khalifa",Payphone,Maroon 5,01/01/2012,231466,TRUE,0,"pop,hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap",0.745,0.756,-4.749,0.0429,0.021
Gotta Pull Myself Together,The Nolans,Making Waves,The Nolans,10/12/1980,163480,FALSE,34,classic uk pop,0.897,0.869,-5.494,0.077,0.614
Revelry,Kings of Leon,Only By The Night,Kings of Leon,23/09/2008,201733,FALSE,61,"modern rock,rock",0.437,0.748,-6.593,0.0689,0.196
Precious to Me,Phil Seymour,"Archive Series, Vol. 1",Phil Seymour,08/03/2012,171160,FALSE,0,"modern power pop,power pop,underground power pop",0.698,0.867,-5.946,0.0278,0.0184
Growin' Up and Gettin' Old,Luke Combs,Growin' Up and Gettin' Old,Luke Combs,27/01/2023,233666,FALSE,51,"contemporary country,country",0.511,0.6,-5.699,0.0268,0.16
Perfect,The Veronicas,Perfect,The Veronicas,20/10/2023,153642,TRUE,27,"australian pop,candy pop,dance pop,girl group,post-teen pop",0.566,0.719,-3.908,0.0456,0.000965
The Rose,Bette Midler,The Rose,Bette Midler,1979,221373,FALSE,60,"adult standards,new wave pop,soft rock",0.347,0.228,-9.667,0.0296,0.901
For You I Will (Confidence),Teddy Geiger,Underage Thinking,Teddy Geiger,21/03/2006,228880,FALSE,0,"neo mellow,rochester ny indie,transpop",0.315,0.751,-5.74,0.0517,0.0041
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"The Notorious B.I.G., Mase, Diddy",Life After Death (2014 Remastered Edition),The Notorious B.I.G.,04/03/1997,257399,TRUE,73,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,contemporary r&b,gangster rap,hardcore hip hop,harlem hip hop,hip hop,hip pop,r&b,southern hip hop,urban contemporary,dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap",0.845,0.884,-4.506,0.0759,0.0128
Runaway,Janet Jackson,Design Of A Decade 1986/1996,Janet Jackson,01/01/1995,214933,FALSE,0,"dance pop,r&b,urban contemporary",0.79,0.856,-4.98,0.0343,0.381
(Down At) Papa Joe's,"Dixie Belles, Cornbread & Jerry",(Down At) Papa Joe's,"Dixie Belles, Cornbread & Jerry",12/03/2014,153782,FALSE,0,,0.452,0.852,-9.081,0.158,0.243
Burn Your Name,Powderfinger,Golden Rule,Powderfinger,01/01/2009,230706,FALSE,0,"australian alternative rock,australian rock",0.423,0.92,-2.908,0.039,0.000675
Mama Said,Metallica,Load,Metallica,04/06/1996,319600,FALSE,0,"hard rock,metal,old school thrash,rock,thrash metal",0.451,0.497,-7.694,0.0311,0.0186
Fuel,Metallica,Reload,Metallica,01/01/1997,269800,TRUE,0,"hard rock,metal,old school thrash,rock,thrash metal",0.49,0.951,-3.777,0.0477,0.0000202
I Found Someone,Cher,Cher,Cher,01/01/1987,223160,FALSE,52,"dance pop,pop",0.538,0.604,-10.936,0.0262,0.557
Flashdance...What a Feeling - Radio Edit,Irene Cara,What a Feelin',Irene Cara,02/11/1983,237053,FALSE,75,"disco,new romantic,new wave pop,soft rock",0.572,0.655,-7.027,0.0344,0.00579
Whole Again,Atomic Kitten,Atomic Kitten,Atomic Kitten,22/04/2003,185866,FALSE,45,"candy pop,dance pop,europop,girl group",0.742,0.715,-4.489,0.0351,0.0621
I Woke Up In Love This Morning,"David Cassidy, The Partridge Family",The Definitive Collection,"David Cassidy, The Partridge Family",1974,160573,FALSE,34,"adult standards,bubblegum pop,bubblegum pop",0.584,0.552,-12.36,0.0341,0.281
Rock with You - Single Version,Michael Jackson,Off the Wall,Michael Jackson,10/08/1979,220626,FALSE,79,"r&b,soul",0.808,0.535,-12.521,0.0353,0.179
Hearts on Fire,John Farnham,One Voice,John Farnham,20/10/2003,258320,FALSE,17,"australian pop,australian rock",0.646,0.517,-9.587,0.0259,0.256
Middle,"DJ Snake, Bipolar Sunshine",Encore,DJ Snake,05/08/2016,220573,FALSE,0,"dance pop,edm,electronic trap,pop,pop dance,gauze pop",0.611,0.7,-5.331,0.0436,0.0199
God Put a Smile upon Your Face,Coldplay,A Rush of Blood to the Head,Coldplay,27/08/2002,297306,FALSE,63,"permanent wave,pop",0.611,0.556,-5.761,0.0288,0.175
Bad Liar,Selena Gomez,Bad Liar,Selena Gomez,18/05/2017,214647,FALSE,0,"pop,post-teen pop",0.953,0.41,-6.543,0.0705,0.175
Trap Queen,Fetty Wap,Fetty Wap (Deluxe),Fetty Wap,25/09/2015,222093,TRUE,73,"new jersey rap,pop rap,rap,southern hip hop,trap",0.746,0.873,-3.803,0.128,0.0244
Jump in My Car,Ted Mulry Gang,The Essential Ted Mulry Gang,Ted Mulry Gang,19/04/2013,180066,FALSE,0,australian rock,0.788,0.673,-13.027,0.111,0.524
On And On And On,ABBA,Super Trouper,ABBA,1980,220280,FALSE,0,"europop,swedish pop",0.703,0.911,-6.015,0.0275,0.267
Fight For Your Right,Beastie Boys,Licensed To Ill,Beastie Boys,15/11/1986,208653,FALSE,68,"alternative rock,east coast hip hop,golden age hip hop,hip hop,old school hip hop,rap,rap rock,rock",0.503,0.858,-6.296,0.0657,0.00757
Child,360,Falling & Flying,360,30/09/2011,293373,TRUE,43,australian hip hop,0.699,0.539,-10.144,0.0647,0.288
Ready to Go (Get Me Out of My Mind),Panic! At The Disco,Vices & Virtues,Panic! At The Disco,18/03/2011,217026,FALSE,51,pop,0.57,0.922,-5.433,0.0424,0.000463
Move Away,Culture Club,From Luxury To Heartache,Culture Club,01/04/1986,261733,FALSE,34,"new romantic,new wave,new wave pop,soft rock,synthpop",0.666,0.692,-11.583,0.0379,0.151
Reunited,"Toni Braxton, Babyface","Love, Marriage‎ & Divorce","Toni Braxton, Babyface",01/01/2014,197560,FALSE,37,"contemporary r&b,dance pop,r&b,urban contemporary,contemporary r&b,r&b,urban contemporary",0.641,0.609,-6.407,0.0285,0.143
Dream A Little Dream Of Me,Louis Armstrong,What A Wonderful World,Louis Armstrong,01/01/1968,196840,FALSE,66,"adult standards,dixieland,harlem renaissance,jazz trumpet,lounge,new orleans jazz,soul,swing,vocal jazz",0.455,0.183,-18.085,0.0626,0.6
Kill Em With Kindness,Selena Gomez,Revival (Deluxe),Selena Gomez,09/10/2015,217906,FALSE,60,"pop,post-teen pop",0.757,0.884,-5.488,0.0404,0.00789
We R Who We R,Kesha,We R Who We R,Kesha,22/10/2010,204826,FALSE,0,"dance pop,pop",0.739,0.818,-5.062,0.0418,0.008
My Heart Is Open,"Maroon 5, Gwen Stefani",V,Maroon 5,02/09/2014,238400,FALSE,0,"pop,dance pop,pop",0.319,0.337,-7.73,0.0312,0.573
Let Me In,The Sensations,Let Me In,The Sensations,05/02/2014,188104,FALSE,12,"classic girl group,early reggae,rocksteady",0.61,0.848,-11.987,0.0513,0.296
Smoky Places,The Corsairs,Smoky Places,The Corsairs,07/05/2013,176248,FALSE,0,,0.605,0.483,-12.674,0.0413,0.457
The Sound of Silence,Disturbed,Immortalized,Disturbed,14/08/2015,248466,FALSE,74,"alternative metal,nu metal,rap metal,rock",0.322,0.28,-9.367,0.0281,0.468
More Than You Know,Axwell /\ Ingrosso,More Than You Know,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",24/05/2017,203000,FALSE,1,"edm,pop dance,progressive electro house",0.645,0.741,-4.989,0.0339,0.0323
That's Not My Name,The Ting Tings,We Started Nothing,The Ting Tings,2007,310573,FALSE,55,"alternative dance,dance-punk,electropop,neo-synthpop,new rave",0.755,0.901,-3.152,0.0893,0.0451
16 Candles,"Johnny Maestro, The Crests",For Collectors Only,"Johnny Maestro, The Crests",1993,174640,FALSE,44,"doo-wop,doo-wop,rhythm and blues",0.604,0.307,-10.832,0.0275,0.727
Against All Odds (Take A Look At Me Now),Phil Collins,...Hits,Phil Collins,25/09/1998,204600,FALSE,0,"rock drums,soft rock",0.594,0.444,-9.042,0.0284,0.255
Better Man,Pearl Jam,Vitalogy,Pearl Jam,22/11/1994,268586,FALSE,65,"alternative metal,alternative rock,classic rock,grunge,hard rock,permanent wave,rock",0.445,0.671,-7.937,0.0387,0.165
I Know What You Want (feat. Flipmode Squad),"Busta Rhymes, Mariah Carey, Flipmode Squad",It Ain't Safe No More. . .,Busta Rhymes,26/11/2002,324306,FALSE,51,"east coast hip hop,hardcore hip hop,hip hop,pop rap,rap,dance pop,pop,urban contemporary,east coast hip hop",0.563,0.751,-4.325,0.317,0.0141
Shy Away,Twenty One Pilots,Shy Away,Twenty One Pilots,07/04/2021,175044,FALSE,0,"modern rock,pop,pov: indie,rock",0.588,0.856,-5.242,0.0316,0.000818
I Want to Know What Love Is - 1999 Remaster,Foreigner,Agent Provocateur,Foreigner,12/12/1984,304786,FALSE,81,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock",0.477,0.471,-10.036,0.0277,0.193
I'll Show You,Justin Bieber,Purpose (Deluxe),Justin Bieber,13/11/2015,199946,FALSE,60,"canadian pop,pop",0.401,0.608,-6.757,0.0578,0.0505
Have You Ever Really Loved A Woman?,Bryan Adams,18 Til I Die,Bryan Adams,04/06/1996,291666,FALSE,0,"canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock",0.569,0.472,-10.138,0.0313,0.536
I Love It,"Icona Pop, Charli xcx",Icona Pop,Icona Pop,01/01/2012,156773,TRUE,23,"candy pop,dance pop,electropop,metropopolis,swedish electropop,swedish synthpop,art pop,candy pop,metropopolis,pop,uk pop",0.71,0.901,-2.686,0.0296,0.00828
Bigger,Stan Walker,Bigger,Stan Walker,31/07/2020,176574,FALSE,17,"australian talent show,nz christian,nz pop",0.495,0.478,-7.945,0.0889,0.185
Music Box Dancer,Frank Mills,Music Box Dancer,Frank Mills,01/01/1978,192360,FALSE,0,,0.467,0.471,-13.761,0.039,0.572
I Wish That We Were Married,Ronnie And The Hi-Lites,I Wish That We Were Married,Ronnie And The Hi-Lites,17/04/2012,171786,FALSE,0,,0.528,0.34,-12.91,0.0308,0.856
Catch 22 (feat. Anne-Marie),"Illy, Anne-Marie",Catch 22 (feat. Anne-Marie),Illy,10/10/2016,221417,TRUE,32,"australian hip hop,australian trap,pop",0.765,0.561,-7.464,0.0987,0.0981
Big Bad John,Jimmy Dean,The Best Of Jimmy Dean,Jimmy Dean,22/06/2004,182560,FALSE,52,"classic country pop,nashville sound",0.516,0.457,-12.609,0.184,0.596
To Love Somebody,Bee Gees,Bee Gees' 1st,Bee Gees,14/07/1967,182000,FALSE,67,"disco,mellow gold,soft rock",0.434,0.384,-12.503,0.0324,0.731
Sick Cycle Carousel,Lifehouse,No Name Face,Lifehouse,02/03/2001,263400,FALSE,0,"neo mellow,pop rock,post-grunge",0.445,0.8,-5.228,0.0301,0.00168
Can't Stop Loving You - 2016 Remaster,Phil Collins,Testify (Deluxe Edition),Phil Collins,11/11/2002,256453,FALSE,58,"rock drums,soft rock",0.604,0.778,-5.686,0.0259,0.00726
Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,Juice WRLD,10/12/2018,239835,TRUE,82,"chicago rap,melodic rap,rap",0.511,0.566,-7.23,0.2,0.349
Jeremy,Pearl Jam,rearviewmirror (greatest hits 1991-2003),Pearl Jam,16/11/2004,319466,TRUE,37,"alternative metal,alternative rock,classic rock,grunge,hard rock,permanent wave,rock",0.234,0.909,-4.424,0.0438,0.0208
B-52,Near Mrs,Sanguine,Near Mrs,17/06/2021,198857,FALSE,0,,0.335,0.96,-4.155,0.33,0.00388
In Da Club - Single Version / Edit,50 Cent,RnB Fridays Vol. 3,Various Artists,21/04/2017,225426,FALSE,27,"east coast hip hop,gangster rap,hip hop,pop rap,queens hip hop,rap",0.91,0.675,-4.138,0.318,0.194
Born This Way,Lady Gaga,Born This Way (International Special Edition Version),Lady Gaga,23/05/2011,260252,FALSE,71,"art pop,dance pop,pop",0.587,0.828,-5.108,0.161,0.00327
That's How You Know (feat. Kid Ink & Bebe Rexha),"Nico & Vinz, Kid Ink, Bebe Rexha",That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,17/07/2015,186443,TRUE,51,"afrobeats,pop rap,rap,southern hip hop,trap,dance pop,pop",0.769,0.437,-6.406,0.0363,0.44
Dancing in the Moonlight,Toploader,Dancing In The Moonlight: The Best Of Toploader,Toploader,22/04/2009,233373,FALSE,62,british alternative rock,0.639,0.845,-3.333,0.0372,0.0528
Till the World Stops Turning,Kaleb Jones,Open Ocean,Kaleb Jones,18/11/2014,227497,FALSE,33,,0.453,0.117,-11.847,0.0482,0.953
Hummingbird Heartbeat,Katy Perry,Teenage Dream: The Complete Confection,Katy Perry,12/03/2012,212280,FALSE,43,pop,0.596,0.893,-2.946,0.0935,0.00247
Heat Wave,Martha Reeves & The Vandellas,Martha Reeves & The Vandellas,Martha Reeves & The Vandellas,20/04/2010,162093,FALSE,0,"classic girl group,classic soul,motown,soul,southern soul",0.655,0.654,-10.462,0.0456,0.209
Clothes Off!!,Gym Class Heroes,As Cruel as School Children,Gym Class Heroes,25/07/2006,235480,TRUE,43,"dance pop,pop rap",0.761,0.69,-5.56,0.11,0.0225
Roses Are Red (My Love) - Single Version,Bobby Vinton,The Best Of Bobby Vinton,Bobby Vinton,22/06/2004,158933,FALSE,36,"adult standards,bubblegum pop,doo-wop,easy listening,rock-and-roll,rockabilly",0.515,0.218,-10.071,0.0287,0.828
I Am Australian,The Seekers,Carnival Of Hits Tour 2000,The Seekers,23/08/2019,365720,FALSE,37,british invasion,0.447,0.477,-10.569,0.313,0.449
Rapture (feat.Nadia Ali),"iio, Nadia Ali",Poetica (feat. Nadia Ali),iio,27/06/2006,253586,FALSE,56,"vocal house,vocal trance",0.661,0.855,-8.403,0.0377,0.0722
Love On Top,Beyoncé,4,Beyoncé,24/06/2011,267413,FALSE,72,"pop,r&b",0.652,0.749,-5.248,0.0886,0.0848
Hey Lover,"LL COOL J, Boyz II Men",Mr. Smith,LL COOL J,21/11/1995,284733,FALSE,28,"east coast hip hop,golden age hip hop,hip hop,old school hip hop,queens hip hop,rap,boy band,contemporary r&b,new jack swing,r&b,urban contemporary",0.707,0.426,-12.406,0.0663,0.326
Peggy Sue,"Buddy Holly, The Crickets",Buddy Holly,Buddy Holly,1958,150960,FALSE,54,"classic rock,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter,doo-wop,rock-and-roll,rockabilly",0.676,0.424,-8.132,0.0329,0.947
Suspicious Minds,Elvis Presley,Back In Memphis,Elvis Presley,1969-10,263973,FALSE,0,"rock-and-roll,rockabilly",0.474,0.343,-12.138,0.0298,0.0225
End Of The Road,Boyz II Men,Cooleyhighharmony - Expanded Edition,Boyz II Men,01/01/2009,349640,FALSE,0,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary",0.561,0.579,-6.022,0.0243,0.0343
Music Won't Break Your Heart,Stan Walker,Let The Music Play,Stan Walker,21/11/2011,199813,FALSE,19,"australian talent show,nz christian,nz pop",0.746,0.71,-5.465,0.0419,0.0381
Like a Prayer,Madonna,Celebration (double disc version),Madonna,18/09/2009,342680,FALSE,76,"dance pop,pop",0.625,0.842,-5.285,0.0376,0.264
Cherish - remastered,David Cassidy,The Definitive Collection,"David Cassidy, The Partridge Family",1974,227266,FALSE,31,"adult standards,bubblegum pop",0.502,0.279,-13.301,0.0269,0.666
All I Have to Give,Backstreet Boys,Backstreet Boys,Backstreet Boys,1996,276573,FALSE,48,"boy band,dance pop,pop",0.731,0.574,-7.114,0.029,0.0648
Inside Out (feat. Charlee),"The Chainsmokers, Charlee",Collage EP,The Chainsmokers,04/11/2016,233573,FALSE,35,pop,0.549,0.652,-5.875,0.0311,0.00289
Scars,James Bay,Chaos And The Calm,James Bay,20/03/2015,272600,FALSE,41,"neo mellow,pop,uk pop",0.424,0.452,-8.816,0.0624,0.092
Heartless,Kanye West,808s & Heartbreak,Kanye West,24/11/2008,211000,FALSE,84,"chicago rap,hip hop,rap",0.79,0.647,-5.983,0.136,0.0515
Heart of Gold - 2009 Remaster,Neil Young,Harvest (2009 Remaster),Neil Young,14/02/1972,187013,FALSE,62,"canadian singer-songwriter,classic canadian rock,classic rock,folk rock,mellow gold,permanent wave,rock,roots rock,singer-songwriter",0.541,0.459,-10.433,0.0297,0.189
Kung Fu Fighting,Carl Douglas,The Soul of the Kung Fu Fighter,Carl Douglas,2001,197693,FALSE,3,,0.598,0.673,-10.431,0.0693,0.0422
Let's Dance - Radio Edit,Five,Greatest Hits,Five,02/06/2003,218066,FALSE,25,boy band,0.629,0.853,-6.705,0.0932,0.00854
You Don't Know How It Feels,Tom Petty,Wildflowers,Tom Petty,21/10/1994,289440,FALSE,64,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.765,0.502,-7.393,0.0321,0.119
Cheyenne,Jason Derulo,Everything Is 4,Jason Derulo,29/05/2015,215107,FALSE,46,"dance pop,pop",0.554,0.768,-5.812,0.127,0.0126
She Wears My Ring,Johnny O'Keefe,The Wild One,Johnny O'Keefe,2001,135493,FALSE,6,australian rock,0.251,0.691,-6.889,0.0361,0.722
"Someday, One Day",The Seekers,The Seekers,The Seekers,30/01/1989,155106,FALSE,21,british invasion,0.471,0.5,-12.303,0.0312,0.26
Overkill,Men At Work,The Essential Men At Work,Men At Work,1981,227133,FALSE,35,"album rock,australian rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.641,0.816,-3.963,0.0285,0.087
Stuck In A Moment You Can't Get Out Of,U2,U218 Singles (Deluxe Version),U2,01/01/2006,272346,FALSE,0,"irish rock,permanent wave,rock",0.527,0.61,-5.819,0.0237,0.422
Fever,"Dua Lipa, Angèle",Fever,"Dua Lipa, Angèle",29/10/2020,156910,FALSE,58,"dance pop,pop,uk pop,belgian pop,french pop,variete francaise",0.868,0.693,-7.052,0.181,0.0597
FRIENDS,"Marshmello, Anne-Marie",FRIENDS,"Marshmello, Anne-Marie",09/02/2018,202620,TRUE,74,"brostep,edm,pop,progressive electro house,pop",0.626,0.88,-2.384,0.0504,0.205
Crying In The Chapel,Peter Blakeley,Harry's Cafe De Wheels,Peter Blakeley,01/01/1990,222333,FALSE,35,,0.757,0.666,-13.615,0.0295,0.143
