Track Name,Artist Name(s),Album Name,Album Artist Name(s),Album Release Date,Track Duration (ms),Explicit,Popularity,Artist Genres,Danceability,Energy,Loudness,Speechiness,Acousticness
Toxic,Britney Spears,In The Zone,Britney Spears,2003,198800,FALSE,0,"dance pop,pop",0.778,0.845,-3.958,0.117,0.0253
You Pick Me Up,Pete Murray,Summer At Eureka,Pete Murray,16/05/2008,272546,FALSE,16,"australian pop,australian rock",0.564,0.805,-7.035,0.0457,0.0313
Frozen,Madonna,Ray of Light,Madonna,03/03/1998,367333,FALSE,60,"dance pop,pop",0.601,0.617,-10.917,0.0354,0.661
My Boyfriend's Back,The Angels,My Boyfriend's Back,The Angels,20/09/2001,155271,FALSE,8,"brill building pop,classic girl group",0.691,0.563,-14.82,0.0885,0.818
This Ain't a Love Song - Radio Edit,Scouting For Girls,Greatest Hits,Scouting For Girls,29/07/2013,188586,FALSE,0,talent show,0.465,0.908,-3.411,0.0449,0.000537
Down Under,Men At Work,Business As Usual,Men At Work,09/11/1981,222320,FALSE,78,"album rock,australian rock,classic rock,hard rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",0.739,0.459,-14.42,0.0294,0.129
The Middle,Jimmy Eat World,Bleed American (Deluxe Edition),Jimmy Eat World,2001,168253,FALSE,1,"alternative metal,alternative rock,emo,modern power pop,modern rock,neon pop punk,pop punk,pop rock,post-grunge,punk,rock",0.629,0.897,-3.401,0.0483,0.0424
Dinosaur,Kisschasy,Seizures,Kisschasy,01/01/2009,188720,FALSE,31,"aussie emo,australian alternative rock,australian indie",0.517,0.441,-11.689,0.0267,0.365
Bad Influence,P!nk,Funhouse: The Tour Edition,P!nk,2008,216293,FALSE,0,"dance pop,pop",0.672,0.9,-4.099,0.059,0.000526
Thong Song,Sisqo,Unleash The Dragon,Sisqo,30/11/1999,253733,TRUE,69,"contemporary r&b,hip pop,r&b,urban contemporary",0.707,0.888,-6.959,0.0654,0.12
Rock and Roll Ain't Noise Pollution,AC/DC,Back In Black,AC/DC,25/07/1980,266040,FALSE,60,"australian rock,hard rock,rock",0.576,0.659,-5.617,0.0383,0.041
So What,P!nk,Funhouse,P!nk,24/10/2008,215160,TRUE,45,"dance pop,pop",0.537,0.866,-3.08,0.0445,0.000308
Lover Please,Clyde McPhatter,Lover Please/The Complete MGM & Mercury Singles,Clyde McPhatter,01/01/2010,116240,FALSE,0,"doo-wop,rhythm and blues",0.714,0.763,-5.341,0.222,0.766
Superman (It's Not Easy),Five For Fighting,"Songs From Dawson's Creek, Vol. II",Various Artists,29/09/2000,220773,FALSE,34,"neo mellow,piano rock,pop rock",0.529,0.471,-7.586,0.0267,0.0589
This Boys In Love,The Presets,Apocalypso (Deluxe),The Presets,12/04/2008,251986,FALSE,41,"alternative dance,australian dance,australian indie",0.484,0.971,-2.746,0.0416,0.00137
2 Hearts,Kylie Minogue,X,Kylie Minogue,21/11/2007,171266,FALSE,21,"australian dance,australian pop,dance pop,eurodance,new wave pop",0.667,0.621,-5.229,0.035,0.0000931
"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack","Bill Medley, Jennifer Warnes",Platinum & Gold Collection,Jennifer Warnes,02/07/2004,289066,FALSE,57,soft rock,0.7,0.781,-8.255,0.0507,0.0874
Ray of Light,Madonna,Ray of Light,Madonna,03/03/1998,322000,FALSE,58,"dance pop,pop",0.57,0.907,-7.822,0.0302,0.00111
She Cried,Jay & The Americans,Complete United Artists Singles,Jay & The Americans,01/01/2009,157453,FALSE,15,"bubblegum pop,classic garage rock,doo-wop,merseybeat,rock-and-roll",0.418,0.368,-10.726,0.0271,0.747
Big Time Operator,"Jeff St John, The ID",Big Time Operators,"Jeff St John, The ID",01/07/1967,153333,FALSE,0,hammond organ,0.632,0.649,-7.649,0.0345,0.287
Jukebox in Siberia - 2015 Remaster,Skyhooks,Hits'n'Riffs,Skyhooks,13/11/2015,232960,FALSE,32,"australian rock,glam rock",0.513,0.962,-4.496,0.0573,0.371
When You Walk In the Room - Mono Version,The Searchers,Needles & Pins,The Searchers,01/01/1964,140480,FALSE,0,"british invasion,rock-and-roll",0.486,0.951,-4.292,0.0458,0.227
One Crowded Hour,Augie March,"Moo, You Bloody Choir (Deluxe Edition)",Augie March,2006,290266,FALSE,46,"australian alternative rock,australian indie,australian rock,melbourne indie",0.413,0.433,-8.45,0.033,0.318
Body Like A Back Road,Sam Hunt,Body Like A Back Road,Sam Hunt,01/02/2017,165386,FALSE,66,"contemporary country,country,country pop,modern country rock",0.732,0.458,-7.225,0.0311,0.447
Second Chance,38 Special,Rock & Roll Strategy,38 Special,01/01/1988,304693,FALSE,0,"album rock,classic rock,country rock,glam metal,hard rock,mellow gold,rock,soft rock,southern rock",0.652,0.43,-12.853,0.0287,0.192
Do You See What I See?,Hunters & Collectors,What's A Few Men,Hunters & Collectors,1987,217680,FALSE,0,australian rock,0.427,0.967,-2.376,0.0514,0.00364
Here Comes the Hotstepper,iNi Kamoze,90s 100 Hits,Various Artists,28/11/2014,249066,FALSE,42,"reggae,reggae fusion,roots reggae",0.882,0.456,-9.163,0.19,0.0178
Maria Elena,Los Indios Tabajaras,Los Indios Tabajaras,Los Indios Tabajaras,25/11/2000,190160,FALSE,22,,0.676,0.174,-15.964,0.0452,0.965
Faithfully,Journey,Frontiers,Journey,22/02/1983,267080,FALSE,5,"album rock,classic rock,hard rock,mellow gold,rock,soft rock",0.39,0.644,-5.212,0.0281,0.0979
Can't Take My Eyes off You,Frankie Valli,The Very Best of Frankie Valli & The 4 Seasons,Frankie Valli & The Four Seasons,14/01/2003,203240,FALSE,68,"adult standards,bubblegum pop,lounge",0.575,0.764,-7.448,0.0746,0.566
Lazy Love,Ne-Yo,Lazy Love,Ne-Yo,01/01/2012,197333,FALSE,0,"dance pop,pop,r&b,urban contemporary",0.413,0.586,-8.084,0.111,0.223
Can't Take My Eyes Off You,Lady A,Lady Antebellum,Lady A,01/01/2008,285160,FALSE,39,"contemporary country,country,country dawn,country pop,country road",0.247,0.271,-9.945,0.0289,0.46
Can't Take My Eyes Off You,Frankie Valli,Love Song Classics,Various Artists,06/12/2016,203680,FALSE,0,"adult standards,bubblegum pop,lounge",0.581,0.78,-7.053,0.0567,0.508
Semi-Charmed Life,Third Eye Blind,Third Eye Blind,Third Eye Blind,08/04/1997,268360,FALSE,74,"alternative metal,alternative rock,pop rock,post-grunge",0.64,0.864,-6.576,0.0314,0.00832
Seven Nation Army,The White Stripes,Elephant,The White Stripes,01/04/2003,231733,FALSE,3,"alternative rock,blues rock,detroit rock,garage rock,modern blues rock,permanent wave,punk blues,rock",0.726,0.463,-7.828,0.0799,0.00817
Radioactive,Rita Ora,ORA,Rita Ora,07/09/2012,251226,FALSE,0,"dance pop,pop,uk pop",0.647,0.874,-2.057,0.0462,0.0187
Hangover,"Taio Cruz, Flo Rida",TY.O,Taio Cruz,01/01/2011,244906,TRUE,48,"dance pop,pop,pop rap,dance pop,miami hip hop,pop,pop rap",0.601,0.869,-3.202,0.0458,0.0112
Tightrope,Illy,Cinematic,Illy,08/11/2013,292466,TRUE,49,"australian hip hop,australian trap",0.821,0.586,-6.284,0.0515,0.329
I Never Told You,Colbie Caillat,Breakthrough (Int'l Deluxe Version),Colbie Caillat,01/01/2009,232960,FALSE,45,"dance pop,neo mellow,pop",0.498,0.634,-5.214,0.0288,0.166
Cats In The Cradle,Ugly Kid Joe,America's Least Wanted,Ugly Kid Joe,01/01/1992,242173,FALSE,0,"funk metal,funk rock,glam metal,hard rock",0.399,0.523,-9.437,0.0361,0.143
It's Not My Time,3 Doors Down,3 Doors Down,3 Doors Down,01/01/2008,241960,FALSE,0,"alternative metal,nu metal,post-grunge,rock",0.529,0.934,-4.808,0.0602,0.00153
Its Alright,Deni Hines,Delicious,Deni Hines,2002,213360,FALSE,36,"australian dance,australian pop",0.66,0.88,-5.338,0.0375,0.0808
Cosby Sweater,Hilltop Hoods,Walking Under Stars,Hilltop Hoods,08/08/2014,217720,TRUE,62,australian hip hop,0.794,0.81,-7.963,0.0422,0.629
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,The Essential Johnny Cash,Johnny Cash,12/02/2002,162906,FALSE,37,"arkansas country,outlaw country,rock",0.594,0.676,-9.552,0.0528,0.0267
American Psycho,Treble Charger,Wide Awake Bored,Treble Charger,2001,204573,FALSE,37,"canadian indie,canadian rock",0.535,0.913,-5.045,0.0575,0.000572
Hooray! Hooray! It's A Holi-Holiday - Radio Edit,Boney M.,20th Century Hits,Boney M.,05/11/1999,202000,FALSE,41,europop,0.67,0.859,-6.835,0.0311,0.00126
9 to 5,Dolly Parton,9 To 5 And Odd Jobs,Dolly Parton,1980,162466,FALSE,78,"classic country pop,country,country dawn",0.554,0.783,-5.852,0.0457,0.416
Kung Fu Fighting,"Bus Stop, Carl Douglas",The Soul of the Kung Fu Fighter,Carl Douglas,13/02/1972,232840,FALSE,0,,0.737,0.855,-10.319,0.0646,0.00475
The Chain - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),Fleetwood Mac,04/02/1977,270213,FALSE,80,"album rock,classic rock,rock,soft rock,yacht rock",0.545,0.67,-8.81,0.0496,0.009
Bed Of Roses,Bon Jovi,Bon Jovi Greatest Hits,Bon Jovi,01/01/2010,395520,FALSE,0,"glam metal,rock",0.43,0.53,-6.466,0.0256,0.137
Push The Button,Sugababes,Taller In More Ways,Sugababes,01/01/2005,218240,FALSE,51,"dance pop,europop,girl group,talent show",0.962,0.657,-5.124,0.0618,0.0476
Slice of Heaven,"Dave Dobbyn, Herbs",Footrot Flats - The Dog's Tale (Motion Picture Soundtrack),Dave Dobbyn,17/11/2005,278986,FALSE,0,"australian rock,classic nz pop,kiwi rock,nz singer-songwriter,classic nz pop,nz reggae",0.828,0.586,-10.777,0.0416,0.481
Addicted,Stevie Hoang,This Is Me,Stevie Hoang,2007,257000,FALSE,44,hmong pop,0.798,0.737,-4.701,0.0323,0.216
22 Steps,Damien Leith,Where We Land,Damien Leith,18/08/2007,215120,FALSE,5,australian pop,0.523,0.469,-6.449,0.0253,0.11
PILLOWTALK,ZAYN,PILLOWTALK,ZAYN,29/01/2016,203686,TRUE,60,"pop,uk pop",0.588,0.702,-4.271,0.0496,0.104
I Don't Wanna Go On With You Like That,Elton John,Reg Strikes Back (Remastered With Bonus Tracks),Elton John,24/06/1988,275373,FALSE,0,"glam rock,mellow gold,piano rock,rock",0.643,0.89,-8.359,0.0325,0.042
Just One Look,Doris Troy,Just One Look,Doris Troy,07/03/2014,152894,FALSE,16,northern soul,0.864,0.721,-4.953,0.0394,0.632
Great Southern Land,ICEHOUSE,White Heat: 30 Hits,ICEHOUSE,26/08/2011,317200,FALSE,0,"australian rock,new romantic,sophisti-pop,synthpop",0.717,0.837,-5.641,0.0278,0.244
If You Had My Love,Jennifer Lopez,On The 6,Jennifer Lopez,1999,266000,FALSE,0,"dance pop,pop,urban contemporary",0.68,0.625,-7,0.0353,0.0645
Walk Me Home,P!nk,Walk Me Home,P!nk,20/02/2019,177390,FALSE,57,"dance pop,pop",0.652,0.453,-6.119,0.0445,0.0507
Do You Really Want To Hurt Me,Culture Club,Kissing To Be Clever,Culture Club,01/09/1982,262173,FALSE,65,"new romantic,new wave,new wave pop,soft rock,synthpop",0.744,0.376,-14.996,0.0366,0.0815
Holiday,Madonna,Celebration (double disc version),Madonna,18/09/2009,368280,FALSE,56,"dance pop,pop",0.853,0.796,-5.567,0.0399,0.0542
Finally Found,Honeyz,Wonder No.8,Honeyz,01/01/1999,289533,FALSE,0,"europop,girl group",0.639,0.502,-10.013,0.0435,0.507
Roxanne - Remastered 2003,The Police,Outlandos D'Amour,The Police,02/11/1978,191946,FALSE,0,"album rock,classic rock,permanent wave,rock",0.608,0.746,-8.851,0.354,0.026
Bloke,Chris Franklin,You Wouldn't Want Me Any Other Way,Chris Franklin,17/04/2020,257693,TRUE,32,,0.715,0.513,-13.115,0.0338,0.0322
Someone To You,BANNERS,Empires On Fire,BANNERS,03/11/2017,219800,FALSE,67,indie poptimism,0.468,0.936,-3.683,0.0455,0.00568
Better,Khalid,Suncity,Khalid,18/10/2018,229320,FALSE,67,"pop,pop r&b",0.596,0.552,-10.278,0.097,0.0765
With Or Without You,U2,The Joshua Tree,U2,10/03/1987,296160,FALSE,0,"irish rock,permanent wave,rock",0.532,0.353,-14.672,0.0309,0.000226
Will I Ever,Alice Deejay,Who Needs Guitars Anyway?,Alice Deejay,01/10/2000,194072,FALSE,55,eurodance,0.64,0.951,-5.571,0.0335,0.000953
Good Vibrations (Mono),The Beach Boys,Smiley Smile (Mono & Stereo),The Beach Boys,18/09/1967,219146,FALSE,18,"baroque pop,classic rock,folk rock,mellow gold,psychedelic rock,rock,singer-songwriter,sunshine pop",0.398,0.413,-10.934,0.0388,0.0822
Don't Turn Off The Lights,Enrique Iglesias,Greatest Hits (International Version),Enrique Iglesias,01/01/2008,226653,FALSE,0,"dance pop,latin pop,mexican pop",0.773,0.834,-4.138,0.0352,0.0129
Undressed,Kim Cesarion,About Last Night (Music from the Motion Picture),Various Artists,07/02/2014,219733,FALSE,12,"swedish pop,swedish soul",0.804,0.784,-6.189,0.0306,0.109
Mousetrap Heart,Thirsty Merc,Mousetrap Heart,Thirsty Merc,18/06/2010,213466,FALSE,31,"australian pop,australian rock",0.6,0.769,-3.907,0.0439,0.0316
Say My Name,"Peking Duk, Benjamin Joseph",Say My Name,Peking Duk,10/07/2015,186977,FALSE,0,"aussietronica,australian electropop,australian indie,edm",0.441,0.798,-4.051,0.0793,0.0934
Runaway,The Corrs,"Forgiven, Not Forgotten",The Corrs,26/09/1995,265133,FALSE,60,"celtic rock,europop,pop rock",0.423,0.598,-7.443,0.0268,0.641
Weather With You,Crowded House,Woodface,Crowded House,24/06/1991,224466,FALSE,68,"australian rock,permanent wave",0.643,0.614,-12.878,0.0279,0.25
Lemonade,"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver, NAV)","Internet Money, Gunna, Don Toliver",14/08/2020,195428,FALSE,0,"pop rap,trap,atl hip hop,melodic rap,rap,trap,rap,canadian hip hop,canadian trap,melodic rap,rap,trap",0.803,0.612,-6.27,0.0653,0.196
Get Down on It,Peter Andre,Natural,Peter Andre,01/01/1996,286533,FALSE,19,"europop,talent show",0.708,0.953,-6.538,0.0614,0.0741
Sweet Jane,Garrett Kato,That Low and Lonesome Sound,Garrett Kato,11/09/2015,200433,FALSE,0,"indie anthem-folk,modern indie folk",0.409,0.451,-10.742,0.0432,0.585
I Live For You,Chynna Phillips,Naked And Sacred,Chynna Phillips,01/01/1995,227266,FALSE,23,,0.611,0.919,-5.841,0.0632,0.0254
Early Warning,Baby Animals,Baby Animals / Shaved & Dangerous,Baby Animals,19/01/2008,236106,FALSE,0,australian rock,0.453,0.959,-2.836,0.0677,0.0000786
Material Girl,Madonna,Like a Virgin,Madonna,12/11/1984,240706,FALSE,56,"dance pop,pop",0.775,0.616,-12.676,0.0317,0.246
The Rhythm of the Night,Corona,The Rhythm of the Night,Corona,1994,264280,FALSE,70,"diva house,eurodance,europop,hip house",0.69,0.805,-11.522,0.0336,0.000232
The A Team,Ed Sheeran,+,Ed Sheeran,09/09/2011,258373,FALSE,65,"pop,singer-songwriter pop,uk pop",0.642,0.289,-9.918,0.0367,0.669
Photograph,Ringo Starr,Ringo,Ringo Starr,01/01/1973,239760,FALSE,52,"classic rock,folk rock,rock drums",0.617,0.696,-12.739,0.0282,0.0155
Polyester Girl,Regurgitator,Unit,Regurgitator,17/11/1997,210840,TRUE,37,"australian alternative rock,australian rock",0.746,0.841,-6.189,0.0295,0.00652
Run This Town,"JAY-Z, Rihanna, Kanye West",The Blueprint 3,JAY-Z,08/09/2009,267520,TRUE,76,"east coast hip hop,gangster rap,hip hop,pop rap,rap,barbadian pop,pop,urban contemporary,chicago rap,hip hop,rap",0.632,0.924,-1.802,0.29,0.281
Shut Up & Kiss Me,Reece Mastin,Beautiful Nightmare,Reece Mastin,22/10/2012,204733,FALSE,39,"australian pop,australian talent show",0.547,0.92,-2.147,0.0406,0.000432
Secret Love Song,"Lovey James, Daniel Seavey",Secret Love Song,Lovey James,31/08/2016,244220,FALSE,32,,0.61,0.463,-4.922,0.0371,0.539
Renegade,Styx,Pieces Of Eight,Styx,01/01/1978,257226,FALSE,66,"album rock,classic rock,glam metal,hard rock,mellow gold,progressive rock,rock,soft rock",0.492,0.552,-12.32,0.0341,0.0151
Live Without It,Killing Heidi,Reflector,Killing Heidi,2000,191333,FALSE,0,"australian alternative rock,australian rock",0.438,0.634,-5.642,0.0346,0.439
Bad Blood,Bastille,Bad Blood,Bastille,01/01/2013,212613,FALSE,36,"metropopolis,modern rock,pop",0.663,0.777,-5.496,0.0375,0.0157
22,Taylor Swift,Red,Taylor Swift,22/10/2012,232120,FALSE,0,pop,0.662,0.736,-6.511,0.0374,0.00274
You’ll Be Mine,"Havana Brown, R3HAB",Flashing Lights,Havana Brown,01/01/2013,250017,FALSE,26,"australian dance,australian pop,dutch house,edm,electro house,pop dance,progressive electro house,slap house",0.723,0.727,-6.03,0.0299,0.0159
Hollywood,"LA Vision, Gigi D'Agostino",Hollywood,"LA Vision, Gigi D'Agostino",29/05/2020,199655,FALSE,56,"eurodance,italo dance",0.744,0.793,-6.02,0.0291,0.00851
San Francisco (You've Got Me),Village People,San Francisco Macho Man,Village People,1978,317866,FALSE,32,"disco,new wave pop,soft rock",0.644,0.841,-7.798,0.0347,0.0284
Second Chance,Shinedown,The Sound of Madness,Shinedown,23/06/2008,222066,FALSE,69,"alternative metal,nu metal,post-grunge",0.46,0.796,-4.501,0.0333,0.00107
"Because I Got High - From ""Jay And Silent Bob Strike Back"" Soundtrack",Afroman,"No Seeds, No Stems, Just Hits",Various Artists,01/01/2010,199013,TRUE,0,comedy rap,0.799,0.314,-9.627,0.512,0.164
Silence (feat. Sarah McLachlan) - DJ Tiësto's In Search of Sunrise Edit,"Delerium, Sarah McLachlan, Tiësto",The Best Of,Delerium,2004,235200,FALSE,0,"gregorian dance,canadian pop,canadian singer-songwriter,ectofolk,lilith,permanent wave,pop rock,big room,brostep,dutch edm,edm,house,pop dance,progressive electro house,slap house,trance",0.602,0.847,-5.998,0.0589,0.00903
Where's The Love,Hanson,MmmBop : The Collection,Hanson,01/01/2005,252346,FALSE,0,boy band,0.591,0.978,-3.958,0.0546,0.00187
Teenage Dirtbag,Wheatus,"Songs From Dawson's Creek, Vol. II",Various Artists,29/09/2000,241666,FALSE,67,pop rock,0.617,0.84,-4.063,0.0512,0.36
Shallow,"Lady Gaga, Bradley Cooper",Shallow,"Lady Gaga, Bradley Cooper",27/09/2018,215733,FALSE,0,"art pop,dance pop,pop,hollywood",0.572,0.385,-6.362,0.0308,0.371
Bad Boy for Life (feat. Black Rob & Mark Curry) - 2016 Remaster,"Diddy, Black Rob, Mark Curry",Bad Boy 20th Anniversary Box Set Edition,Various Artists,12/08/2016,253106,TRUE,28,"dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap,dirty south rap,hardcore hip hop,harlem hip hop",0.598,0.834,-3.817,0.473,0.186
Grenade,Bruno Mars,Doo-Wops & Hooligans,Bruno Mars,11/05/2010,222091,FALSE,79,"dance pop,pop",0.704,0.558,-7.273,0.0542,0.148
Got My Mind Set On You - Remastered 2004,George Harrison,Cloud Nine,George Harrison,02/11/1987,234653,FALSE,4,"album rock,classic rock,folk rock,mellow gold,rock,singer-songwriter,soft rock",0.767,0.854,-6.947,0.0426,0.465
In The Midnight Hour,The Commitments,The Commitments,The Commitments,01/01/1991,143240,FALSE,38,,0.629,0.699,-9.575,0.0364,0.00805
The Wild One - Single Version,Suzi Quatro,Quatro,Suzi Quatro,01/10/1974,171826,FALSE,0,glam rock,0.392,0.782,-5.205,0.051,0.00257
Jump - 2015 Remaster,Van Halen,1984 (Remastered),Van Halen,04/01/1984,241599,FALSE,76,"album rock,classic rock,hard rock,rock",0.572,0.835,-6.219,0.0317,0.171
Groove Is in the Heart,Deee-Lite,World Clique,Deee-Lite,07/08/1990,231786,FALSE,68,hip house,0.694,0.881,-4.053,0.0701,0.0153
Save the Last Dance for Me,The Drifters,Save the Last Dance for Me,The Drifters,1962,154960,FALSE,62,"adult standards,classic soul,doo-wop,rock-and-roll,rockabilly,soul",0.54,0.53,-10.583,0.0361,0.614
Can't Say No,Conor Maynard,Contrast,Conor Maynard,09/07/2012,194304,FALSE,36,"post-teen pop,talent show,uk pop,viral pop",0.817,0.784,-3.96,0.11,0.245
Midlife Crisis,Faith No More,Angel Dust,Faith No More,08/06/1992,259866,FALSE,48,"alternative metal,alternative rock,funk metal,funk rock,hard rock,nu metal,post-grunge,rap metal,rock",0.669,0.656,-10.549,0.0413,0.00113
Coin Laundry,Lisa Mitchell,Wonder (Standard),Lisa Mitchell,09/07/2009,191773,FALSE,34,"australian indie,australian indie folk,australian indigenous music",0.757,0.412,-6.521,0.0711,0.438
Ex-Girlfriend,No Doubt,Return Of Saturn,No Doubt,01/01/2000,211666,FALSE,0,"dance pop,dance rock,permanent wave,pop rock,rock",0.543,0.896,-4.101,0.0892,0.013
Bum Like You,Robyn,Robyn,Robyn,29/04/2005,207853,FALSE,10,"dance pop,electropop,neo-synthpop,scandipop,swedish electropop,swedish pop",0.639,0.583,-7.028,0.268,0.0068
Can You Feel It,Timomatic,Timomatic,Timomatic,24/08/2012,196760,FALSE,24,"australian pop,australian talent show",0.651,0.912,-2.428,0.211,0.00634
"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,110% POP,Various Artists,26/05/2014,251840,FALSE,1,"new romantic,new wave pop,synthpop",0.351,0.814,-3.972,0.0385,0.0284
Sing It Back,Moloko,I Am Not A Doctor,Moloko,1998,264266,FALSE,0,"electronica,trip hop",0.48,0.764,-10.493,0.0767,0.0128
Devil Inside,INXS,Kick 30,INXS,19/10/1987,315480,FALSE,27,"album rock,australian rock,dance rock,funk rock,new romantic,new wave,new wave pop,rock",0.585,0.568,-7.949,0.0369,0.000946
Read All About It,"Professor Green, Emeli Sandé",Read All About It,Professor Green,01/01/2011,235735,TRUE,31,"grime,r&b,talent show,uk pop",0.656,0.752,-5.522,0.0434,0.336
Firework,Katy Perry,Teenage Dream: The Complete Confection,Katy Perry,12/03/2012,227880,FALSE,69,pop,0.639,0.826,-4.968,0.0479,0.139
Things,Bobby Darin,The Ultimate Bobby Darin,Bobby Darin,23/11/2004,151413,FALSE,27,"adult standards,easy listening,lounge,rock-and-roll,rockabilly,vocal jazz",0.562,0.558,-3.572,0.0453,0.858
Sick and Tired,Anastacia,Anastacia,Anastacia,2004,210133,FALSE,54,pop soul,0.595,0.87,-4.495,0.0394,0.0107
I'm into Something Good,Herman's Hermits,"A's, B's & EP's",Herman's Hermits,01/03/2004,153240,FALSE,49,"british invasion,classic rock,folk rock,rock-and-roll,singer-songwriter",0.589,0.451,-8.19,0.0315,0.822
Love Is,Alannah Myles,Alannah Myles,Alannah Myles,14/03/1989,216106,FALSE,40,classic canadian rock,0.654,0.924,-7.44,0.0969,0.00314
I Love You Love Me Love,Gary Glitter,The Ultimate Gary Glitter,Gary Glitter,13/11/2011,195386,FALSE,21,,0.466,0.493,-10.309,0.0589,0.176
Light It Up (feat. Static Revenger),"Stan Walker, Static Revenger",Let The Music Play,Stan Walker,21/11/2011,210520,FALSE,19,"australian talent show,nz christian,nz pop,melbourne bounce",0.678,0.659,-5.465,0.0355,0.0179
When Love Comes To Town,"U2, B.B. King",Rattle And Hum,U2,10/10/1988,254266,FALSE,0,"irish rock,permanent wave,rock,blues,blues rock,classic rock,electric blues,jazz blues,soul,soul blues,traditional blues",0.65,0.665,-11.259,0.0372,0.0526
I Love You Always Forever,Donna Lewis,Now in a Minute,Donna Lewis,16/04/1996,239960,FALSE,68,new wave pop,0.744,0.453,-11.977,0.0348,0.627
Homemade Dynamite - REMIX,"Lorde, Khalid, Post Malone, SZA",Melodrama,Lorde,10/11/2017,214254,FALSE,0,"art pop,metropopolis,nz pop,pop,pop,pop r&b,dfw rap,melodic rap,pop,rap,pop,r&b,rap",0.558,0.549,-4.992,0.167,0.233
When the Beat Drops Out,Marlon Roudette,Electric Soul,Marlon Roudette,12/12/2014,204026,FALSE,35,uk pop,0.613,0.647,-7.658,0.0576,0.238
Our House,Madness,Madness,Madness,1983-01,201133,FALSE,57,"britpop,new romantic,new wave,ska,ska revival",0.601,0.649,-10.57,0.0554,0.0285
Strong Enough,Cher,Believe,Cher,1998,224000,FALSE,65,"dance pop,pop",0.593,0.923,-6.19,0.101,0.0495
Don't Cha,"The Pussycat Dolls, Busta Rhymes",PCD (Revised International Version),The Pussycat Dolls,01/01/2005,272080,FALSE,0,"dance pop,girl group,pop,east coast hip hop,hardcore hip hop,hip hop,pop rap,rap",0.875,0.631,-3.475,0.099,0.00542
Love Story,Taylor Swift,Fearless,Taylor Swift,11/11/2008,235266,FALSE,63,pop,0.618,0.741,-3.95,0.031,0.17
Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",Waves (Robin Schulz Radio Edit),Mr. Probz,07/02/2014,208133,FALSE,3,"pop dance,deep euro house,deep house,edm,german dance,pop dance,tropical house",0.829,0.51,-9.334,0.0369,0.00821
Come with Me,Ricky Martin,Mr. Put It Down,Ricky Martin,2013,217813,FALSE,0,"latin pop,mexican pop,puerto rican pop",0.614,0.913,-2.191,0.052,0.0689
How I Got This Way,Taxiride,Garage Mahal,Taxiride,10/07/2002,210173,FALSE,17,"australian pop,australian rock",0.443,0.875,-5.956,0.0386,0.00725
Inner Ninja (feat. Olly Murs) - Remix,"Classified, Olly Murs",Inner Ninja (feat. Olly Murs) [Remix Version],Classified,04/10/2013,191907,FALSE,12,"atlantic canada hip hop,canadian hip hop,canadian old school hip hop,dance pop,pop,talent show,uk pop",0.849,0.781,-6.054,0.142,0.32
Madness,Muse,The 2nd Law,Muse,24/09/2012,281040,FALSE,66,"alternative rock,modern rock,permanent wave,rock",0.502,0.417,-7.665,0.0718,0.127
Don't Think I'm Not,Kandi,Hey Kandi...,Kandi,12/09/2000,243533,FALSE,50,"contemporary r&b,hip pop,r&b",0.859,0.622,-8.196,0.0445,0.0661
The Way You Look Tonight - Remastered,The Lettermen,All Time Greatest Hits,The Lettermen,01/01/1987,142426,FALSE,24,"adult standards,easy listening,vocal harmony group",0.251,0.146,-20.004,0.0313,0.931
Never Never Never - 2000 Remaster,Shirley Bassey,15 Classic Tracks: Shirley Bassey,Shirley Bassey,03/05/2013,218866,FALSE,21,"adult standards,easy listening",0.266,0.39,-10.338,0.0428,0.742
Over You,Gary Puckett & The Union Gap,Young Girl: The Best Of Gary Puckett & The Union Gap,Gary Puckett & The Union Gap,1968,144293,FALSE,34,"adult standards,bubblegum pop,country rock,folk rock,mellow gold,merseybeat,rock-and-roll,soft rock",0.4,0.455,-10.679,0.0338,0.374
Solo (feat. Demi Lovato),"Clean Bandit, Demi Lovato",What Is Love? (Deluxe Edition),Clean Bandit,30/11/2018,222706,FALSE,68,"pop,uk dance,uk funky,pop,post-teen pop",0.74,0.622,-4.608,0.0446,0.0357
Hero Of The Day,Metallica,Load,Metallica,01/01/1996,261906,FALSE,0,"hard rock,metal,old school thrash,rock,thrash metal",0.35,0.902,-7.125,0.0357,0.0000882
Keep Talking,Cyrus Villanueva,Keep Talking,Cyrus Villanueva,12/02/2016,204647,FALSE,16,"australian pop,australian talent show",0.536,0.783,-4.705,0.134,0.0954
We Will Rock You - Remastered 2011,Queen,News Of The World (Deluxe Remastered Version),Queen,28/10/1977,122066,FALSE,70,"classic rock,glam rock,rock",0.693,0.497,-7.316,0.119,0.679
